,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
3252,Stanford University (SU),Biology,1.56,2019-2020,1st,Home program Biology in Biosciences department,1,2019,44750,44750,0,0,44750,Biology,Biology,low,0,0,Stanford University SU_Biology
3255,University of Virginia (UVA),Psychology,1.31,2019-2020,1st,Base funding is 20k/9 months and 4k/summer. Received a diversity fellowship adding 6k/year for a total of 30k/calendar year. ,1,2019,30000,0,26000,4000,30000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
3259,Georgetown University,Psychology,0.93,2018-2019,2nd,,2,2018,28758,29000,0,0,29000,HistPolSoc,HistPolSoc,low,242,242,Georgetown University_HistPolSoc
3261,University of Texas - Austin (UT),Psychology ,0.85,2018-2019,2nd,,2,2018,19500,0,17000,2500,19500,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
3267,University of California - Davis (UCD),Psychology,1.13,2017-2018,2nd,"Summer funding was through a competitive $5000 departmental fellowship (2 months) plus 1 month from my PI's research funds. The fees only apply for students who are TA-ing, not for students on GSRs.",2,2017,27120,0,20653,7294,27947,HistPolSoc,HistPolSoc,high,827,827,University of California - Davis UCD_HistPolSoc
3270,University of California - Los Angeles (UCLA),Psychology,1.02,2018-2019,4th,,4,2018,26400,27000,0,0,27000,HistPolSoc,HistPolSoc,low,600,600,University of California - Los Angeles UCLA_HistPolSoc
3271,Harvard University (HU),Psychology,1.25,2019-2020,1st,,1,2019,35676,35676,0,0,35676,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc
3272,CUNY Graduate School and University Center,Psychology,0.84,2018-2019,5th,,5,2018,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,CUNY Graduate School and University Center_HistPolSoc
3280,University of North Carolina - Chapel Hill (UNC),Psychology,1.02,2018-2019,5th,"Student fees will not be paid by RA/TA/on-scholarship grad students starting 2019-2020. Summer funding is contingent on program securing teaching slots for grad students or RA-ships from grants; otherwise, students work elsewhere for funding, but time away still counts within expected 5-year stay to complete the PhD program.",5,2018,22700,0,20000,4700,24700,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc
3282,University of Michigan - Ann Arbor (UM),Psychology,1.21,2018-2019,1st,,1,2018,28000,28000,0,0,28000,HistPolSoc,HistPolSoc,low,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
3285,University of California - Los Angeles (UCLA),Political Science,1.12,2019-2020,1st,"24,941 base, 4000 one-time summer funding.",1,2019,28941,0,24941,4000,28941,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc
3286,New York University (NYU),Political Science,1.0,2019-2020,1st,"28850 base, 1000 annual housing subsidy for five years, one-time summer funding 4000. No teaching required. Additional $13k/yr for teaching.",1,2019,29850,29850,0,0,29850,HistPolSoc,HistPolSoc,low,0,0,New York University NYU_HistPolSoc
3291,New York University (NYU),Psychology,1.14,2018-2019,2nd,,2,2018,34000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,0,0,New York University NYU_HistPolSoc
3293,University of Chicago (UC),Political Science,1.42,2019-2020,1st,Fellowship first 2 years. Five years funding guaranteed at noted rate.,1,2019,34500,34500,0,0,34500,HistPolSoc,HistPolSoc,low,0,0,University of Chicago UC_HistPolSoc
3294,Duke University (DU),Chemistry,1.3,2018-2019,2nd,,2,2018,29000,29000,0,0,29000,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
3296,Arizona State University (ASU),political science,0.77,2018-2019,2nd,,2,2018,17000,0,18000,0,18000,HistPolSoc,HistPolSoc,high,1000,1000,Arizona State University ASU_HistPolSoc
3302,Northeastern University (NU),Sociology,1.18,2019-2020,1st,"Original stipend was 22,500. But got their CSSH scholar award, which gives you summer funding for 5 years as well.  Adds 11,250 to the base stipend.",1,2019,33750,33750,0,0,33750,HistPolSoc,HistPolSoc,low,0,0,Northeastern University NU_HistPolSoc
3312,Rutgers the State University of New Jersey - New Brunswick,political science,0.97,2018-2019,1st,,1,2018,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,Rutgers the State University of New Jersey - New Brunswick_HistPolSoc
3313,Vanderbilt University,History ,1.13,2019-2020,1st,,1,2019,26000,26500,0,0,26500,HistPolSoc,HistPolSoc,low,500,500,Vanderbilt University_HistPolSoc
3318,University of Wisconsin - Madison (UW),Statistics,0.05,2018-2019,1st,"This is the per month stipend, and the per semester fee",1,2018,1043,1686,0,0,1686,MathematicsAndComputer Science,MathematicsAndComputer Science,low,643,643,University of Wisconsin - Madison UW_MathematicsAndComputer Science
3337,University of Minnesota - Twin Cities (UM),Political Science,1.1,2019-2020,1st,Average per year for 5 years,1,2019,25180,25180,0,0,25180,HistPolSoc,HistPolSoc,low,0,0,University of Minnesota - Twin Cities UM_HistPolSoc
3338,University of Chicago (UC),Political Science,1.42,2019-2020,1st,,1,2019,34500,34500,0,0,34500,HistPolSoc,HistPolSoc,low,0,0,University of Chicago UC_HistPolSoc
3342,University of Chicago (UC),Economics,1.73,2019-2020,1st,,1,2019,42000,42000,0,0,42000,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Chicago UC_BusinessAndManagement
3346,California Institute of Technology (Caltech),Chemical Engineering,1.39,2018-2019,1st,,1,2018,36000,36000,0,0,36000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering
3352,Vanderbilt University,Civil and Environmental Engineering,1.62,2015-2016,1st,"$27,240 TA + $10,000 UGF + health insurance + required fees",1,2015,37240,37240,0,0,37240,Engineering,Engineering,low,0,0,Vanderbilt University_Engineering
3353,Stanford University (SU),Civil and Environmental Engineering,1.43,2018-2019,2nd,,2,2018,41004,42048,0,0,42048,Engineering,Engineering,low,1044,1044,Stanford University SU_Engineering
3354,University of Texas - Austin (UT),Sociology,0.88,2018-2019,1st,"First two years funded at 20,074 including 5,000 for summer fellowship. Third year onward funded with 9-month stipend of 15,074.",1,2018,20074,0,15074,5000,20074,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
3355,University of Washington (UW),Public Policy,0.99,2019-2020,1st,20 hrs/week TA/RA,1,2019,23000,0,23000,0,23000,HistPolSoc,HistPolSoc,high,0,0,University of Washington UW_HistPolSoc
3367,University of Pennsylvania,Sociology,1.44,2019-2020,1st,"5 years funding with Benjamin Franklin/Fontaine Fellowship- $29,678 for 10 months- $4,880 for summers. 
TA-ship for years 2 and 3, fellowship years are 1 and 4, unknown about year 5",1,2019,34648,34648,0,0,34648,HistPolSoc,HistPolSoc,low,0,0,University of Pennsylvania_HistPolSoc
3371,University of Colorado - Boulder (UCB),English,0.93,2018-2019,5th,,5,2018,23825,0,24000,0,24000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,175,175,University of Colorado - Boulder UCB_LinguisticsAndCommunication
3376,Yale University (YU),Political Science,1.29,2019-2020,1st,,1,2019,32000,32000,0,0,32000,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc
3378,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.82,2019-2020,5th,Springborn Fellowship & NSF Fellowship,5,2019,40000,40000,0,0,40000,Chemistry,Chemistry,low,0,0,University of Illinois - Urbana- Champaign UIUC_Chemistry
3379,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.63,2016-2017,1st,Springborn Fellowship & NSF Fellowship,1,2016,35800,37000,0,0,37000,Chemistry,Chemistry,low,1200,1200,University of Illinois - Urbana- Champaign UIUC_Chemistry
3380,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.68,2016-2017,2nd,Springborn Fellowship & NSF Fellowship,2,2016,37000,37000,0,0,37000,Chemistry,Chemistry,low,0,0,University of Illinois - Urbana- Champaign UIUC_Chemistry
3381,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.68,2017-2018,3rd,Springborn Fellowship & NSF Fellowship,3,2017,37000,37000,0,0,37000,Chemistry,Chemistry,low,0,0,University of Illinois - Urbana- Champaign UIUC_Chemistry
3382,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.76,2018-2019,4th,Springborn Fellowship,4,2018,38800,40000,0,0,40000,Chemistry,Chemistry,low,1200,1200,University of Illinois - Urbana- Champaign UIUC_Chemistry
3405,University of Illinois - Urbana- Champaign (UIUC),Civil and Environmental Engineering,1.55,2018-2019,1st,On NSF GRFP stipend,1,2018,34000,34000,0,0,34000,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering
3413,Northwestern University (NU),political science,1.18,2018-2019,6th and up,,6,2018,28670,29000,0,0,29000,HistPolSoc,HistPolSoc,low,330,330,Northwestern University NU_HistPolSoc
3414,University of Texas - Austin (UT),Sociology,0.82,2018-2019,1st,,1,2018,18684,0,13684,5000,18684,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
3419,University of Illinois - Urbana- Champaign (UIUC),English ,0.86,2018-2019,6th and up,,6,2018,19000,0,19500,0,19500,LinguisticsAndCommunication,LinguisticsAndCommunication,high,500,500,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
3420,University of Texas - Austin (UT),History,1.05,2018-2019,1st,,1,2018,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
3431,University of North Carolina - Chapel Hill (UNC),History,0.62,2018-2019,5th,,5,2018,13700,15700,0,0,15700,HistPolSoc,HistPolSoc,low,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc
3440,University of Illinois - Urbana- Champaign (UIUC),Bioengineering,1.22,2018-2019,2nd,,2,2018,26753,28145,0,0,28145,Engineering,Engineering,low,1392,1392,University of Illinois - Urbana- Champaign UIUC_Engineering
3447,University of Illinois - Urbana- Champaign (UIUC),Environmental Engineering,0.93,2018-2019,4th,"Paid 11 months, entered as 9 months plus 2 summer months . Amounts are before taxes.",4,2018,20500,0,18000,4000,22000,Engineering,Engineering,high,1500,1500,University of Illinois - Urbana- Champaign UIUC_Engineering
3463,Yale University (YU),Biological and Biomedical Sciences,1.48,2019-2020,1st,MCBGD **,1,2019,36550,36550,0,0,36550,Biology,Biology,low,0,0,Yale University YU_Biology
3474,Emory University,Religion,1.33,2018-2019,1st,,1,2018,31000,31000,0,0,31000,ArtsAndTheology,ArtsAndTheology,low,0,0,Emory University_ArtsAndTheology
3501,Northeastern University (NU),History,1.02,2018-2019,4th,"standard student healthcare, dental ""discount"" instead of insurance. Payrate set by the college (CSSH). Department provides internal funding as it can for research and conference travel.

Summer funding is NOT guaranteed. Only those who've passed their comps are eligible to teach and it depends on if you will be available and able to do it. Usually 3rd years on up are the ones doing it. There's rumblings eventually the college will make summer funding guaranteed but they are extremely slow so don't count on it. It's $6k per summer semester and there's two summer semesters. I haven't heard of anyone teaching both summer semesters (usually you're off doing research.) So summer is starving time generally if you haven't lined up work or doing research by this point.

It's a great department, hampered by terrible high university administration who should be all fired. ",4,2018,29100,0,23500,6000,29500,HistPolSoc,HistPolSoc,high,400,400,Northeastern University NU_HistPolSoc
3502,University of Colorado - Boulder (UCB),Communication,1.02,2018-2019,1st,,1,2018,26000,0,24000,4000,28000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,2000,2000,University of Colorado - Boulder UCB_LinguisticsAndCommunication
3505,University of Illinois - Urbana- Champaign (UIUC),History,0.8,2018-2019,6th and up,,6,2018,17500,18000,0,0,18000,HistPolSoc,HistPolSoc,low,500,500,University of Illinois - Urbana- Champaign UIUC_HistPolSoc
3510,New York University (NYU),Sociology,1.18,2018-2019,1st,,1,2018,35000,0,35000,0,35000,HistPolSoc,HistPolSoc,high,0,0,New York University NYU_HistPolSoc
3511,Northeastern University (NU),Sociology,0.78,2018-2019,5th,,5,2018,22200,0,22500,0,22500,HistPolSoc,HistPolSoc,high,300,300,Northeastern University NU_HistPolSoc
3514,North Carolina State University (NCSU),Electrical and Computer Engineering,1.05,2019-2020,1st,offered RA.,1,2019,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,North Carolina State University NCSU_Engineering
3542,University of North Carolina - Chapel Hill (UNC),Sociology,0.41,2018-2019,2nd,,2,2018,9002,0,10000,0,10000,HistPolSoc,HistPolSoc,high,998,998,University of North Carolina - Chapel Hill UNC_HistPolSoc
3577,Princeton University,Political Science,1.44,2019-2020,1st,,1,2019,36500,36500,0,0,36500,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
3588,Michigan State University (MSU),Political Science,1.22,2018-2019,1st,,1,2018,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,Michigan State University MSU_HistPolSoc
3594,Stony Brook University - SUNY,computer science,1.43,2019-2020,1st,"TA(~20), Fellowship(1st yr only, 10k), summer RA(10k)",1,2019,40000,0,30000,10000,40000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Stony Brook University - SUNY_MathematicsAndComputer Science
3605,Stanford University (SU),Sociology,1.31,2018-2019,1st,"Note that one-bedroom couples' housing rent is ~$2,000/month.",1,2018,37772,0,30438,8117,38555,HistPolSoc,HistPolSoc,high,783,783,Stanford University SU_HistPolSoc
3610,University of Michigan - Ann Arbor (UM),Sociology,1.25,2019-2020,1st,Plus health and dental insurance.,1,2019,28778,0,24778,4000,28778,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
3611,University of Texas - Austin (UT),Sociology,1.06,2019-2020,1st,,1,2019,24184,0,19184,5000,24184,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
3612,University of Wisconsin - Madison (UW),Computer Science,0.98,2018-2019,1st,20k TAship + 3k scholarship + health benefits,1,2018,22359,0,23000,0,23000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,641,641,University of Wisconsin - Madison UW_MathematicsAndComputer Science
3619,University of Michigan - Ann Arbor (UM),Sociology,1.07,2019-2020,1st,Funding from pop center,1,2019,24710,24800,0,0,24800,HistPolSoc,HistPolSoc,low,90,90,University of Michigan - Ann Arbor UM_HistPolSoc
3621,Yale University (YU),Economics,1.62,2019-2020,1st,,1,2019,40000,40000,0,0,40000,BusinessAndManagement,BusinessAndManagement,low,0,0,Yale University YU_BusinessAndManagement
3622,University of Chicago (UC),Economics,1.61,2019-2020,1st,,1,2019,39000,0,35000,4000,39000,BusinessAndManagement,BusinessAndManagement,high,0,0,University of Chicago UC_BusinessAndManagement
3630,Northwestern University (NU),Sociology,1.59,2019-2020,1st,Fellowships.,1,2019,38500,38500,0,0,38500,HistPolSoc,HistPolSoc,low,0,0,Northwestern University NU_HistPolSoc
3631,University of North Carolina - Chapel Hill (UNC),political science,0.67,2018-2019,1st,,1,2018,15000,0,17000,0,17000,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc
3646,New York University (NYU),Political Science,1.0,2019-2020,1st,"28850 base, 1000 annual housing subsidy for five years, one time 4000 summer stipend (future summer stipends not guaranteed but common)",1,2019,29850,0,29850,0,29850,HistPolSoc,HistPolSoc,high,0,0,New York University NYU_HistPolSoc
3656,Indiana University,Political Science,0.71,2018-2019,3rd,Disgraceful ,3,2018,15345,0,16345,0,16345,HistPolSoc,HistPolSoc,high,1000,1000,Indiana University_HistPolSoc
3658,University of Wisconsin - Madison (UW),History,1.14,2019-2020,1st,,1,2019,26140,0,22140,4000,26140,HistPolSoc,HistPolSoc,high,0,0,University of Wisconsin - Madison UW_HistPolSoc
3659,University of Washington (UW),Sociology ,0.85,2019-2020,1st,TA/RA ship from the 1st year.,1,2019,19869,0,21069,0,21069,HistPolSoc,HistPolSoc,high,1200,1200,University of Washington UW_HistPolSoc
3662,Northwestern University (NU),Sociology,1.35,2019-2020,1st,Five years. 1 year fellowship. Rest are TA-ship,1,2019,32844,32844,0,0,32844,HistPolSoc,HistPolSoc,low,0,0,Northwestern University NU_HistPolSoc
