,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
1722,University of California - Los Angeles (UCLA),Physics and Biology in Medicine,1.24,2019-2020,2nd,Tuition and fees and health insurance are paid for by PI. ,2,2019,32000,32000,0,0,32000,Physics and Biology in Medicine,Other,low,0,0,University of California - Los Angeles UCLA_Other
1729,University of Texas - Austin (UT),Biomedical Engineering,1.18,2019-2020,5th,,5,2019,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
1730,University of Florida (UF),Biomedical ,1.24,2018-2019,1st,,1,2018,28100,30000,0,0,30000,Biomedical ,Other,low,1900,1900,University of Florida UF_Other
1731,University of Southern California (USC),Molecular and computational biology ,1.31,2019-2020,1st,,1,2019,34000,34000,0,0,34000,Molecular and computational biology ,Other,low,0,0,University of Southern California USC_Other
1736,University of Pennsylvania,Criminology,1.29,2019-2020,1st,"I get $2550 on my account every month. So fees are already deducted before that. ~$2000 a month during summer.
",1,2019,31000,0,29500,6000,35500,Criminology,Other,high,4500,4500,University of Pennsylvania_Other
1737,University of Michigan - Ann Arbor (UM),Biological chemistry ,1.42,2018-2019,1st,,1,2018,32739,32739,0,0,32739,Biological chemistry ,Other,low,0,0,University of Michigan - Ann Arbor UM_Other
1739,University of North Carolina - Chapel Hill (UNC),environmental science and engineering,1.03,2018-2019,3rd,,3,2018,23000,23000,0,0,23000,environmental science and engineering,Other,low,0,0,University of North Carolina - Chapel Hill UNC_Other
1740,University of Illinois - Urbana- Champaign (UIUC),Mechanical engineering,0.1,2019-2020,1st,,1,2019,2300,2800,0,0,2800,Engineering,Engineering,low,500,500,University of Illinois - Urbana- Champaign UIUC_Engineering
1741,University of Washington (UW),MCB,1.64,2018-2019,1st,,1,2018,38100,38100,0,0,38100,MCB,Other,low,0,0,University of Washington UW_Other
1742,Rice University,"Earth, Environmental and Planetary Sciences",1.29,2019-2020,1st,,1,2019,28217,28800,0,0,28800,"Earth, Environmental and Planetary Sciences",Other,low,583,583,Rice University_Other
1750,University of Kentucky (UK),Chemical and Materials Engineering,1.24,2019-2020,1st,,1,2019,25214,26000,0,0,26000,Chemical and Materials Engineering,Other,low,786,786,University of Kentucky UK_Other
1751,Michigan State University (MSU),Mathematics Education,1.56,2019-2020,1st,,1,2019,32000,32000,0,0,32000,Mathematics Education,Other,low,0,0,Michigan State University MSU_Other
1754,New York University (NYU),Sociology ,1.01,2019-2020,6th and up,,6,2019,30000,0,30000,0,30000,HistPolSoc,HistPolSoc,high,0,0,New York University NYU_HistPolSoc
1758,University of Florida (UF),Mechanical  and Aerospace Engineering,1.21,2019-2020,1st,,1,2019,27500,30000,0,0,30000,Mechanical  and Aerospace Engineering,Other,low,2500,2500,University of Florida UF_Other
1767,University of Pennsylvania,Bmb ,1.41,2018-2019,1st,,1,2018,34000,34000,0,0,34000,Bmb ,Other,low,0,0,University of Pennsylvania_Other
1768,University of California - Los Angeles (UCLA),BBSB,1.31,2018-2019,1st,,1,2018,34000,34000,0,0,34000,BBSB,Other,low,0,0,University of California - Los Angeles UCLA_Other
1771,University of California - San Diego (UCSD),Neurosciences,1.28,2018-2019,5th,36400 under NSFGRFP,5,2018,34000,34000,0,0,34000,Neurosciences,Other,low,0,0,University of California - San Diego UCSD_Other
1772,University of Illinois - Urbana- Champaign (UIUC),Animal Sciences,1.02,2018-2019,2nd,Paid on an 11 month calendar,2,2018,22500,23500,0,0,23500,Animal Sciences,Other,low,1000,1000,University of Illinois - Urbana- Champaign UIUC_Other
1776,University of California - San Francisco (UCSF),Biomedical sciences,1.34,2018-2019,3rd,Requires payment of estimated taxes,3,2018,40000,40000,0,0,40000,Biomedical sciences,Other,low,0,0,University of California - San Francisco UCSF_Other
1777,Massachusetts Institute of Technology (MIT),Health sciences and technology ,1.5,2018-2019,1st,,1,2018,42000,42000,0,0,42000,Health sciences and technology ,Other,low,0,0,Massachusetts Institute of Technology MIT_Other
1782,Duke University (DU),University Program in Genetics and Genomics,1.43,2019-2020,1st,,1,2019,31800,31800,0,0,31800,University Program in Genetics and Genomics,Other,low,0,0,Duke University DU_Other
1784,University of Washington (UW),Molecular Engineering,1.45,2019-2020,1st,,1,2019,33800,35000,0,0,35000,Molecular Engineering,Other,low,1200,1200,University of Washington UW_Other
1785,Yale University (YU),biostatistics,1.46,2019-2020,1st,fellowship,1,2019,36000,36000,0,0,36000,biostatistics,Other,low,0,0,Yale University YU_Other
1791,Arizona State University (ASU),"Physics, PhD",0.68,2018-2019,1st,"Campus-Residential fees were not included in this calculation, since living on-campus is not a requirement; Tuition was Remitted; A health-insurance plan with a $2,008 premium was offered, but I declined, since I already have health insurance through my father's family plan; I received no Summer pay during 2019, except full travel reimbursement to attend a Summer School from my advisor's research grant. 

I was one of the minority of students in the physics department covered as an RA from my advisor's grant. I sympathize with my peers who carry ASU's heavy burden of TA work.

Even after downgrading my housing by moving 4-5 miles away from campus in order to pay less rent (I have a car), I had to ask for over $1,000 from my parents to cover some of my rent during the Summer, during which I received no pay.",1,2018,15167,0,15631,0,15631,"Physics, PhD",Other,high,464,464,Arizona State University ASU_Other
1796,Clemson University (CU),Automotive Engineering,0.85,2019-2020,1st,Graduate fees are a lot + have to pay portion of health insurance (~$300),1,2019,17600,21000,0,0,21000,Automotive Engineering,Other,low,3400,3400,Clemson University CU_Other
1797,University of Alabama (UA),Civil engineering,1.0,2019-2020,1st,,1,2019,21000,21000,0,0,21000,Civil engineering,Other,low,0,0,University of Alabama UA_Other
1798,Johns Hopkins University (JHU),Chemical Biomolecular Engineering,1.31,2019-2020,1st,,1,2019,33750,33750,0,0,33750,Chemical Biomolecular Engineering,Other,low,0,0,Johns Hopkins University JHU_Other
1802,University of Rochester (UR),Mechanical Engineering,1.35,2019-2020,1st,,1,2019,28864,29500,0,0,29500,Engineering,Engineering,low,636,636,University of Rochester UR_Engineering
1803,Cornell University (CU),Development Sociology,1.12,2018-2019,1st,,1,2018,27218,27218,0,0,27218,Development Sociology,Other,low,0,0,Cornell University CU_Other
1804,Clemson University (CU),Electrical and Computer Engineering,0.6,2018-2019,2nd,The amounts are for a year. ,2,2018,12500,15000,0,0,15000,Engineering,Engineering,low,2500,2500,Clemson University CU_Engineering
1806,University of Texas - Austin (UT),Psychology,0.26,2019-2020,5th,,5,2019,6000,0,2000,4000,6000,HistPolSoc,HistPolSoc,low,0,0,University of Texas - Austin UT_HistPolSoc
1811,University of Arizona (U of A),Ecology & Evolutionary Biology (EEB),0.86,2018-2019,3rd,,3,2018,17900,0,18400,0,18400,Ecology & Evolutionary Biology (EEB),Other,high,500,500,University of Arizona U of A_Other
1812,Rutgers the State University of New Jersey - New Brunswick,History,0.97,2018-2019,1st,,1,2018,25000,0,25000,0,25000,HistPolSoc,HistPolSoc,high,0,0,Rutgers the State University of New Jersey - New Brunswick_HistPolSoc
1815,Rice University,Ecology and Evolutionary Biology,1.12,2019-2020,2nd,,2,2019,24500,26000,0,0,26000,Biology,Biology,low,1500,1500,Rice University_Biology
1818,University of Michigan - Ann Arbor (UM),climate and space sciences and engineering,1.42,2019-2020,1st,,1,2019,32676,32676,0,0,32676,climate and space sciences and engineering,Other,low,0,0,University of Michigan - Ann Arbor UM_Other
1823,University of Connecticut (UConn),Molecular and Cell Biology,0.88,2018-2019,2nd,,2,2018,21400,0,23000,0,23000,Molecular and Cell Biology,Other,high,1600,1600,University of Connecticut UConn_Other
1827,Rice University,Ecology and Evolutionary Biology,1.18,2019-2020,5th,,5,2019,25788,26500,0,0,26500,Biology,Biology,low,712,712,Rice University_Biology
1828,University of Tennessee - Knoxville,Earth and planetary sciences ,0.61,2019-2020,2nd,,2,2019,13000,0,15000,0,15000,Earth and planetary sciences ,Other,high,2000,2000,University of Tennessee - Knoxville_Other
1831,University of Delaware (UD),Marine biosciences,1.04,2018-2019,2nd,,2,2018,26498,26750,0,0,26750,Marine biosciences,Other,low,252,252,University of Delaware UD_Other
1834,Ohio State University (OSU),Gender Studies,0.98,2019-2020,1st,Funding good for 6 years (10 months/year). Also includes 85% healthcare subsidy. ,1,2019,19740,0,19740,0,19740,Gender Studies,Other,high,0,0,Ohio State University OSU_Other
1835,Brown University,EEB,1.31,2018-2019,3rd,,3,2018,29830,29890,0,0,29890,EEB,Other,low,60,60,Brown University_Other
1837,University of Massachusetts - Amherst (UMass),Environmental Conservation,1.1,2019-2020,2nd,,2,2019,25271,26811,0,0,26811,Environmental Conservation,Other,low,1540,1540,University of Massachusetts - Amherst UMass_Other
1838,Rutgers the State University of New Jersey - New Brunswick,"Molecular Biosciences PhD Program, Robert Wood Johnson Medical School",1.24,2019-2020,5th,"Rent in New Jersey EXPENSIVE, but it is doable if you share an apartment with roommate(s). ",5,2019,32000,32000,0,0,32000,"Molecular Biosciences PhD Program, Robert Wood Johnson Medical School",Other,low,0,0,Rutgers the State University of New Jersey - New Brunswick_Other
1843,Harvard University (HU),Systems Biology,1.39,2019-2020,2nd,,2,2019,39800,39900,0,0,39900,Systems Biology,Other,low,100,100,Harvard University HU_Other
1845,North Carolina State University (NCSU),Genomics Sciences,1.05,2018-2019,5th,,5,2018,24000,24000,0,0,24000,Genomics Sciences,Other,low,0,0,North Carolina State University NCSU_Other
1847,Texas Tech University (TTU),Texas Tech University Health Sciences Center (TTUHS) biomedical sciences ,1.23,2018-2019,2nd,,2,2018,25000,25000,0,0,25000,Texas Tech University Health Sciences Center (TTUHS) biomedical sciences ,Other,low,0,0,Texas Tech University TTU_Other
1849,Rice University,BioSciences,1.4,2018-2019,1st,,1,2018,30650,31000,0,0,31000,BioSciences,Other,low,350,350,Rice University_Other
1850,University of Notre Dame (ND),EE,1.59,2019-2020,1st,"About $2,300 per month after taxes. Housing cost is about $500 - 900 per month. It differs from the place you live. ",1,2019,32464,32544,0,0,32544,EE,Other,low,80,80,University of Notre Dame ND_Other
1851,Duke University (DU),Neurobiology,1.43,2019-2020,2nd,"Required department minimum for all PhD students. Funding is not contingent upon teaching or any other service requirements. Department also covers all tuition, fees, health/vision insurance, and student gym membership.",2,2019,31800,31800,0,0,31800,Neurobiology,Other,low,0,0,Duke University DU_Other
1852,Colorado State University (CSU),MIP,1.1,2019-2020,1st,,1,2019,24800,24800,0,0,24800,MIP,Other,low,0,0,Colorado State University CSU_Other
1860,Pennsylvania State University (Penn State),Energy,0.46,2019-2020,1st,,1,2019,10390,10390,0,0,10390,Energy,Other,low,0,0,Pennsylvania State University Penn State_Other
1861,Johns Hopkins University (JHU),"Cell, Molecular, Developmental Biology and Biophysics",1.26,2019-2020,3rd,,3,2019,32500,32500,0,0,32500,"Cell, Molecular, Developmental Biology and Biophysics",Other,low,0,0,Johns Hopkins University JHU_Other
1866,University of Delaware (UD),materials science and engineering,1.08,2018-2019,1st,,1,2018,27500,27500,0,0,27500,materials science and engineering,Other,low,0,0,University of Delaware UD_Other
1867,University of Michigan - Ann Arbor (UM),Macromolecular Science and Engineering,1.43,2019-2020,1st,,1,2019,33000,33000,0,0,33000,Macromolecular Science and Engineering,Other,low,0,0,University of Michigan - Ann Arbor UM_Other
1870,California Institute of Technology (Caltech),Mechanical engineering,1.85,2019-2020,5th,,5,2019,48000,48000,0,0,48000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering
1872,Northwestern University (NU),Management and Organizations ,1.44,2018-2019,3rd,,3,2018,35000,35000,0,0,35000,Management and Organizations ,Other,low,0,0,Northwestern University NU_Other
1873,Indiana University,School of Medicine,1.25,2019-2020,1st,,1,2019,27000,27000,0,0,27000,School of Medicine,Other,low,0,0,Indiana University_Other
1874,University of California - San Diego (UCSD),Cognitive Science,1.11,2019-2020,1st,"9 month salary guaranteed: 3 month summer salary not guaranteed, but usually available",1,2019,29328,0,21996,7332,29328,Cognitive Science,Other,high,0,0,University of California - San Diego UCSD_Other
1877,University of California - Davis (UCD),GGI,1.33,2018-2019,1st,,1,2018,32007,32007,0,0,32007,GGI,Other,low,0,0,University of California - Davis UCD_Other
1880,University of Pennsylvania,Biology,1.33,2019-2020,1st,,1,2019,32000,32000,0,0,32000,Biology,Biology,low,0,0,University of Pennsylvania_Biology
1881,Purdue University - West Lafayette,mathematics,0.79,2018-2019,2nd,9-month TA support,2,2018,16668,0,17424,0,17424,mathematics,Other,high,756,756,Purdue University - West Lafayette_Other
1885,Boston University (BU),Earth and Environment ,1.16,2019-2020,3rd,,3,2019,33250,33250,0,0,33250,Earth and Environment ,Other,low,0,0,Boston University BU_Other
1886,University of Southern California (USC),AME,1.23,2019-2020,1st,fuck tax,1,2019,31950,32000,0,0,32000,AME,Other,low,50,50,University of Southern California USC_Other
1887,Emory University,Chemistry,1.33,2018-2019,4th,,4,2018,30900,31500,0,0,31500,Chemistry,Chemistry,low,600,600,Emory University_Chemistry
1889,University of Tennessee - Knoxville,Energy Science & Engineering,1.74,2013-2014,1st,,1,2013,32000,32000,0,0,32000,Energy Science & Engineering,Other,low,0,0,University of Tennessee - Knoxville_Other
1890,Duke University (DU),Chemistry,1.39,2019-2020,1st,,1,2019,31000,31000,0,0,31000,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
1894,Arizona State University (ASU),School of molecular science,0.94,2018-2019,5th,,5,2018,20780,21580,0,0,21580,School of molecular science,Other,low,800,800,Arizona State University ASU_Other
1897,University of California - Berkeley,Chemical Engineering,1.3,2019-2020,2nd,,2,2019,36000,36000,0,0,36000,Engineering,Engineering,low,0,0,University of California - Berkeley_Engineering
1898,Massachusetts Institute of Technology (MIT),Physics,1.9,2019-2020,2nd,,2,2019,53000,55000,0,0,55000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,2000,2000,Massachusetts Institute of Technology MIT_PhysicsAndAstronomy
1900,Georgia Institute of Technology (Georgia Tech),Chemical ,1.23,2018-2019,1st,Gains,1,2018,28600,30000,0,0,30000,Chemical ,Other,low,1400,1400,Georgia Institute of Technology Georgia Tech_Other
1906,Arizona State University (ASU),Counseling & Counseling Psychology,0.76,2018-2019,4th,".5 FTE funding guaranteed first year (stipend + tuition remission + health insurance), then the program tries to provide at least .25 FTE TA or RA in following years (stipend + 100% nonresident tuition remission + 50% resident tuition remission). Summer funding is rare.",4,2018,16862,0,17100,0,17100,Counseling & Counseling Psychology,Other,high,238,238,Arizona State University ASU_Other
