,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
2150,Pennsylvania State University (Penn State),Civil and Environmental Engineering,1.39,2019-2020,1st,,1,2019,31320,0,23490,7830,31320,Engineering,Engineering,high,0,0,Pennsylvania State University Penn State_Engineering
2151,Stanford University (SU),Chemistry,1.36,2018-2019,6th and up,,6,2018,39200,40000,0,0,40000,Chemistry,Chemistry,low,800,800,Stanford University SU_Chemistry
2155,Brown University,Political Science,1.38,2019-2020,1st,,1,2019,31393,0,26276,5243,31519,HistPolSoc,HistPolSoc,high,126,126,Brown University_HistPolSoc
2156,University of Maryland - College Park (UMD),physics,0.9,2018-2019,1st,Insurance not covered and it is super expensive!,1,2018,27350,28500,0,0,28500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,1150,1150,University of Maryland - College Park UMD_PhysicsAndAstronomy
2159,Washington University in St. Louis (Wash U),Economics,1.26,2019-2020,2nd,,2,2019,26006,26256,0,0,26256,BusinessAndManagement,BusinessAndManagement,low,250,250,Washington University in St. Louis Wash U_BusinessAndManagement
2160,Northwestern University (NU),Chemistry ,1.36,2019-2020,1st,,1,2019,33000,0,33000,0,33000,Chemistry,Chemistry,high,0,0,Northwestern University NU_Chemistry
2163,University of Texas - Austin (UT),Mechanical Engineering,1.23,2019-2020,2nd,$3500 from Engineering Fellowship,2,2019,28030,28530,0,0,28530,Engineering,Engineering,low,500,500,University of Texas - Austin UT_Engineering
2167,Virginia Tech,statistics,0.63,2019-2020,1st,1400$  per semester service fee for campus can not be waived.,1,2019,13279,0,14679,0,14679,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1400,1400,Virginia Tech_MathematicsAndComputer Science
2169,North Carolina State University (NCSU),Biomedical Engineering,0.88,2018-2019,4th,,4,2018,20000,24000,0,0,24000,Engineering,Engineering,low,4000,4000,North Carolina State University NCSU_Engineering
2171,Johns Hopkins University (JHU),Political Science,1.15,2019-2020,1st,We also get health insurance that includes vision + dental,1,2019,29500,29500,0,0,29500,HistPolSoc,HistPolSoc,low,0,0,Johns Hopkins University JHU_HistPolSoc
2174,University of Texas - Austin (UT),Government,1.05,2019-2020,2nd,Summer funding available upon successful application within department,2,2019,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
2175,University of Texas - Austin (UT),Government,1.49,2018-2019,1st,Summer funding available upon successful application within department,1,2018,34000,0,34000,0,34000,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc
2176,Drexel University (DU),Biomedical Engineering,1.2,2018-2019,6th and up,,6,2018,29000,29000,0,0,29000,Engineering,Engineering,low,0,0,Drexel University DU_Engineering
2177,Georgia Institute of Technology (Georgia Tech),Aerospace Engineering,1.73,2018-2019,2nd,SMART,2,2018,40200,40200,0,0,40200,Engineering,Engineering,low,0,0,Georgia Institute of Technology Georgia Tech_Engineering
2179,University of Washington (UW),Psychology,0.98,2018-2019,4th,,4,2018,22800,24000,0,0,24000,HistPolSoc,HistPolSoc,low,1200,1200,University of Washington UW_HistPolSoc
2183,University of Rochester (UR),Chemical Engineering,1.31,2019-2020,1st,,1,2019,28000,28000,0,0,28000,Engineering,Engineering,low,0,0,University of Rochester UR_Engineering
2196,Drexel University (DU),Chemical and Biological Engineering,1.18,2018-2019,3rd,Philadelphia wage tax and federal withholding are the only deductions,3,2018,28500,28500,0,0,28500,Engineering,Engineering,low,0,0,Drexel University DU_Engineering
2197,Drexel University (DU),Microbiology and Immunology,0.09,2018-2019,2nd,,2,2018,2100,2500,0,0,2500,Medical,Medical,low,400,400,Drexel University DU_Medical
2200,University of Michigan - Ann Arbor (UM),Mechanical Engineering,0.12,2019-2020,1st,,1,2019,2780,2780,0,0,2780,Engineering,Engineering,low,0,0,University of Michigan - Ann Arbor UM_Engineering
2201,Drexel University (DU),Computer Science,1.33,2018-2019,3rd,Health covered.,3,2018,32000,32000,0,0,32000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,Drexel University DU_MathematicsAndComputer Science
2202,Drexel University (DU),Physics,1.04,2018-2019,6th and up,,6,2018,25000,25000,0,0,25000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Drexel University DU_PhysicsAndAstronomy
2203,Drexel University (DU),Physics,0.09,2018-2019,6th and up,,6,2018,2083,2083,0,0,2083,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Drexel University DU_PhysicsAndAstronomy
2204,Drexel University (DU),Computer Science,0.88,2018-2019,2nd,"TA stipend, plus hours in tutoring center.  some health benefits. PhD candidates receive full tuition remission.",2,2018,21300,21600,0,0,21600,MathematicsAndComputer Science,MathematicsAndComputer Science,low,300,300,Drexel University DU_MathematicsAndComputer Science
2205,Drexel University (DU),Chemistry,0.97,2018-2019,4th,,4,2018,23500,23500,0,0,23500,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry
2207,Drexel University (DU),Clinical Psychology,0.79,2019-2020,3rd,"Base $17,000 + $2,000/year extra from Drexel Graduate College. Free health insurance (Aetna)",3,2019,19000,19000,0,0,19000,Medical,Medical,low,0,0,Drexel University DU_Medical
2208,Drexel University (DU),psychology,0.71,2018-2019,3rd,,3,2018,17000,0,17000,0,17000,HistPolSoc,HistPolSoc,high,0,0,Drexel University DU_HistPolSoc
2209,Drexel University (DU),Physics,0.97,2018-2019,1st,,1,2018,23500,23500,0,0,23500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Drexel University DU_PhysicsAndAstronomy
2211,Drexel University (DU),Chemistry,1.01,2018-2019,3rd,"1/2 TF, 1/2 RF",3,2018,24250,24250,0,0,24250,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry
2213,Drexel University (DU),Chemical and Biological Engineering,1.41,2019-2020,4th,"Health Insurance Covered by Grad College, Standard Department Stipend is 26,000",4,2019,34000,34000,0,0,34000,Engineering,Engineering,low,0,0,Drexel University DU_Engineering
2216,Drexel University (DU),Physics,0.97,2018-2019,2nd,,2,2018,23500,23500,0,0,23500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Drexel University DU_PhysicsAndAstronomy
2217,Drexel University (DU),Chemistry,0.97,2019-2020,3rd,,3,2019,23500,23500,0,0,23500,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry
2219,Drexel University (DU),chemistry,0.97,2018-2019,1st,,1,2018,23500,23500,0,0,23500,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry
2220,Drexel University (DU),Chemistry ,0.97,2019-2020,3rd,,3,2019,23500,23500,0,0,23500,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry
2227,University of Texas - Austin (UT),Biochemistry,1.31,2018-2019,1st,,1,2018,30000,30000,0,0,30000,Chemistry,Chemistry,low,0,0,University of Texas - Austin UT_Chemistry
2228,Massachusetts Institute of Technology (MIT),Mechanical Engineering,1.41,2019-2020,4th,,4,2019,39346,39516,0,0,39516,Engineering,Engineering,low,170,170,Massachusetts Institute of Technology MIT_Engineering
2236,University at Buffalo - SUNY,Economics,0.64,2017-2018,3rd,,3,2017,13500,0,14500,0,14500,BusinessAndManagement,BusinessAndManagement,high,1000,1000,University at Buffalo - SUNY_BusinessAndManagement
2237,University at Buffalo - SUNY,Economics,0.62,2016-2017,2nd,,2,2016,13100,0,14100,0,14100,BusinessAndManagement,BusinessAndManagement,high,1000,1000,University at Buffalo - SUNY_BusinessAndManagement
2238,University at Buffalo - SUNY,Economics,0.59,2015-2016,1st,,1,2015,12300,0,13300,0,13300,BusinessAndManagement,BusinessAndManagement,high,1000,1000,University at Buffalo - SUNY_BusinessAndManagement
2239,Northwestern University (NU),Finance,1.59,2019-2020,2nd,,2,2019,38500,38500,0,0,38500,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,Northwestern University NU_MathematicsAndComputer Science
2244,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.17,2019-2020,4th,,4,2019,27252,27252,0,0,27252,Engineering,Engineering,low,0,0,Georgia Institute of Technology Georgia Tech_Engineering
2245,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.05,2019-2020,4th,,4,2019,24377,27252,0,0,27252,Engineering,Engineering,low,2875,2875,Georgia Institute of Technology Georgia Tech_Engineering
2246,Georgia Institute of Technology (Georgia Tech),Chemistry,1.07,2018-2019,5th,,5,2018,24900,27000,0,0,27000,Chemistry,Chemistry,low,2100,2100,Georgia Institute of Technology Georgia Tech_Chemistry
2248,University of Pittsburgh,Education,1.41,2018-2019,4th,"Tuition waiver; as a single person I pay about $35/month total for medical, dental, and optical insurance",4,2018,29110,29200,0,0,29200,Education,Education,low,90,90,University of Pittsburgh_Education
2249,Arizona State University (ASU),Psychology,1.05,2018-2019,3rd,,3,2018,23400,24000,0,0,24000,HistPolSoc,HistPolSoc,low,600,600,Arizona State University ASU_HistPolSoc
2254,University of Southern California (USC),Communication,1.31,2019-2020,2nd,,2,2019,34000,34000,0,0,34000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Southern California USC_LinguisticsAndCommunication
2260,University of Georgia (UGA),Chemistry,0.99,2018-2019,5th,,5,2018,21000,23500,0,0,23500,Chemistry,Chemistry,low,2500,2500,University of Georgia UGA_Chemistry
2261,Duke University (DU),Biology,1.21,2017-2018,2nd,,2,2017,27000,0,21500,5500,27000,Biology,Biology,high,0,0,Duke University DU_Biology
2262,North Carolina State University (NCSU),Mechanical and Aerospace Engineering,1.28,2018-2019,1st,1st year recruitment fellowship,1,2018,29250,30000,0,0,30000,Engineering,Engineering,low,750,750,North Carolina State University NCSU_Engineering
2263,Drexel University (DU),chemistry,0.97,2018-2019,3rd,,3,2018,23500,23500,0,0,23500,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry
2266,Temple University (TU),mechanical engineering,1.02,2018-2019,1st,,1,2018,24479,0,19211,6403,25614,Engineering,Engineering,high,1135,1135,Temple University TU_Engineering
2267,University of Houston (UH),Computer Science,0.78,2019-2020,1st,Only thing I am required to pay is my health insurance.,1,2019,17000,0,18000,0,18000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1000,1000,University of Houston UH_MathematicsAndComputer Science
2269,Cornell University (CU),Biomedical Engineering,1.65,2018-2019,1st,"Base is $35,000. But I got an internal fellowship that granted me $40,000. ",1,2018,40000,40000,0,0,40000,Engineering,Engineering,low,0,0,Cornell University CU_Engineering
2270,University of Pittsburgh,Political Science,0.99,2019-2020,2nd,,2,2019,20440,20500,0,0,20500,HistPolSoc,HistPolSoc,low,60,60,University of Pittsburgh_HistPolSoc
2277,Yale University (YU),Applied Physics,1.43,2019-2020,1st,,1,2019,35250,35250,0,0,35250,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Yale University YU_PhysicsAndAstronomy
2290,North Carolina State University (NCSU),Electrical and Computer Engineering,0.8,2018-2019,1st,,1,2018,18200,18200,0,0,18200,Engineering,Engineering,low,0,0,North Carolina State University NCSU_Engineering
2293,Oklahoma State University (OSU),Chemical Engineering,0.11,2018-2019,1st,,1,2018,2200,2200,0,0,2200,Engineering,Engineering,low,0,0,Oklahoma State University OSU_Engineering
2294,University of Houston (UH),Mechanical Engineering,1.14,2019-2020,1st,,1,2019,25000,25000,0,0,25000,Engineering,Engineering,low,0,0,University of Houston UH_Engineering
2295,University of Houston (UH),Mechanical Engineering,0.09,2019-2020,1st,,1,2019,2050,2050,0,0,2050,Engineering,Engineering,low,0,0,University of Houston UH_Engineering
2296,University of Connecticut (UConn),Biomedical Sciences,1.32,2019-2020,2nd,"PhD student at UConn Health. Last year stipend was 30,500, which just increased to 32k. Paid bi-weekly all year. Tuition is covered. Fees are covered except for parking (fairly inexpensive). Health and dental insurance combined are about $370 a year.",2,2019,32000,32000,0,0,32000,Medical,Medical,low,0,0,University of Connecticut UConn_Medical
2300,Georgia State University (GSU),Mathematics,0.88,2018-2019,2nd,,2,2018,20600,21600,0,0,21600,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1000,1000,Georgia State University GSU_MathematicsAndComputer Science
2303,University of Pennsylvania,Graduate School of Education,1.37,2018-2019,2nd,,2,2018,32952,0,26961,5991,32952,Education,Education,high,0,0,University of Pennsylvania_Education
2304,University of California - Santa Barbara (UCSB),History,1.1,2019-2020,1st,"Chancellor's Fellowship package for 6 years of funding. Summer funding of 5k after 1st year. 3 years teaching, 3 years fellowship.",1,2019,29000,0,24000,5000,29000,HistPolSoc,HistPolSoc,high,0,0,University of California - Santa Barbara UCSB_HistPolSoc
2305,Princeton University,Art History,1.36,2019-2020,1st,Additional summer funding after 1st and 2nd years $2500; fund for books and course research,1,2019,34500,34500,0,0,34500,ArtsAndTheology,ArtsAndTheology,low,0,0,Princeton University_ArtsAndTheology
2306,Columbia University (CU),Art History,1.15,2019-2020,1st,,1,2019,34080,0,30200,3880,34080,ArtsAndTheology,ArtsAndTheology,high,0,0,Columbia University CU_ArtsAndTheology
2307,University of Pennsylvania,Art History,1.23,2019-2020,1st,5-year funding with 3 summers of summer stipend at $4880,1,2019,29680,29680,0,0,29680,ArtsAndTheology,ArtsAndTheology,low,0,0,University of Pennsylvania_ArtsAndTheology
2312,University of Massachusetts - Amherst (UMass),Physics,1.36,2019-2020,2nd,,2,2019,31150,31850,0,0,31850,PhysicsAndAstronomy,PhysicsAndAstronomy,low,700,700,University of Massachusetts - Amherst UMass_PhysicsAndAstronomy
2313,University of Massachusetts - Amherst (UMass),physics,1.37,2019-2020,4th,,4,2019,31313,31813,0,0,31813,PhysicsAndAstronomy,PhysicsAndAstronomy,low,500,500,University of Massachusetts - Amherst UMass_PhysicsAndAstronomy
2315,Northeastern University (NU),Bioengineering,1.15,2019-2020,1st,,1,2019,32800,33000,0,0,33000,Engineering,Engineering,low,200,200,Northeastern University NU_Engineering
2316,University of Maryland - College Park (UMD),Chemical and Biomolecular Engineering,1.09,2019-2020,2nd,An increase in pay occurs upon passing the qualifying exam (RAE) and entering the second year. Cost of living adjustments ~3% were also administered through the first year.,2,2019,32848,33750,0,0,33750,Engineering,Engineering,low,902,902,University of Maryland - College Park UMD_Engineering
2317,University of Colorado - Boulder (UCB),Aerospace Engineering,0.82,2019-2020,1st,,1,2019,21000,0,23000,0,23000,Engineering,Engineering,high,2000,2000,University of Colorado - Boulder UCB_Engineering
2319,University of Oklahoma (OU),Biology,0.99,2019-2020,1st,"10 month stipend is $2000 per month. Summer has options to find other funding. Tuition waiver does not cover fees, which depend on how many credit hours you take. (Generally fees are around  $1500-$2000 per semester)",1,2019,20000,0,20000,0,20000,Biology,Biology,high,0,0,University of Oklahoma OU_Biology
2321,Syracuse University,Physics,1.03,2018-2019,2nd,,2,2018,22000,22000,0,0,22000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Syracuse University_PhysicsAndAstronomy
2325,University of Pennsylvania,Pharmacology,1.41,2019-2020,1st,,1,2019,34000,34000,0,0,34000,Medical,Medical,low,0,0,University of Pennsylvania_Medical
2326,Clemson University (CU),Bioengineering,0.79,2018-2019,1st,,1,2018,16400,20000,0,0,20000,Engineering,Engineering,low,3600,3600,Clemson University CU_Engineering
2327,Clemson University (CU),Bioengineering,0.9,2018-2019,1st,,1,2018,18777,20000,0,0,20000,Engineering,Engineering,low,1223,1223,Clemson University CU_Engineering
2339,University at Buffalo - SUNY,Electrical Engineering,0.87,2019-2020,1st,,1,2019,18200,20000,0,0,20000,Engineering,Engineering,low,1800,1800,University at Buffalo - SUNY_Engineering
2343,University of Wisconsin - Madison (UW),Statistics,0.81,2018-2019,1st,,1,2018,18600,0,20000,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1400,1400,University of Wisconsin - Madison UW_MathematicsAndComputer Science
2344,University of Wisconsin - Madison (UW),Statistics,0.81,2018-2019,1st,,1,2018,18600,20000,0,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,1400,1400,University of Wisconsin - Madison UW_MathematicsAndComputer Science
2345,CUNY Graduate School and University Center,Biology,0.86,2018-2019,4th,,4,2018,25600,26000,0,0,26000,Biology,Biology,low,400,400,CUNY Graduate School and University Center_Biology
2346,Purdue University - West Lafayette,Biomedical Engineering,1.15,2018-2019,2nd,,2,2018,24350,26500,0,0,26500,Engineering,Engineering,low,2150,2150,Purdue University - West Lafayette_Engineering
