,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept,Overall_Pay_corr,Fees_corr,Dep_LeftRight
379,University of Maryland - College Park (UMD),Electrical Engineering,1.19,2019-2020,1st,,1,2019,36000,36000,0,0,36000,Engineering,Engineering,low,0,0,University of Maryland - College Park UMD_Engineering,30252.100840336137,0.0,0
380,Pennsylvania State University (Penn State),chemical engineering,1.38,2019-2020,1st,,1,2019,31000,31000,0,0,31000,Engineering,Engineering,low,0,0,Pennsylvania State University Penn State_Engineering,22463.76811594203,0.0,0
381,University of Minnesota - Twin Cities (UM),History,0.79,2018-2019,4th,,4,2018,18100,0,18500,0,18500,HistPolSoc,HistPolSoc,high,400,400,University of Minnesota - Twin Cities UM_HistPolSoc,22911.39240506329,506.3291139240506,1
382,Michigan State University (MSU),Social Work,1.15,2019-2020,1st,,1,2019,23500,0,21500,2000,23500,HistPolSoc,HistPolSoc,high,0,0,Michigan State University MSU_HistPolSoc,20434.782608695652,0.0,1
383,Stanford University (SU),Bioengineering,1.44,2019-2020,1st,HI is half subsidized. Grad on-campus housing is below market rate due to subsidization.  The department will bump the stipend up several thousand $ for NSF or NDSEG.,1,2019,41396,44000,0,0,44000,Engineering,Engineering,low,2604,2604,Stanford University SU_Engineering,28747.222222222223,1808.3333333333335,0
384,University of California - Berkeley,Political Science,1.15,2018-2019,1st,,1,2018,32000,0,27000,5000,32000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc,27826.08695652174,0.0,1
385,Emory University,Sociology,1.34,2018-2019,1st,,1,2018,31159,32292,0,0,32292,HistPolSoc,HistPolSoc,low,1133,1133,Emory University_HistPolSoc,23252.985074626864,845.5223880597015,1
386,University of Wisconsin - Madison (UW),Psychology,1.28,2019-2020,5th,Including health insurance and tuition waiver.,5,2019,29328,29328,0,0,29328,HistPolSoc,HistPolSoc,low,0,0,University of Wisconsin - Madison UW_HistPolSoc,22912.5,0.0,1
387,University of Colorado - Boulder (UCB),Spanish,0.78,2018-2019,1st,,1,2018,19800,0,21500,0,21500,LinguisticsAndCommunication,LinguisticsAndCommunication,high,1700,1700,University of Colorado - Boulder UCB_LinguisticsAndCommunication,25384.615384615383,2179.487179487179,1
388,Purdue University - West Lafayette,Biomedical Engineering ,1.13,2019-2020,1st,,1,2019,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,Purdue University - West Lafayette_Engineering,21238.938053097347,0.0,0
389,University of California - Berkeley,Bioengineering,1.37,2018-2019,1st,,1,2018,38000,38000,0,0,38000,Engineering,Engineering,low,0,0,University of California - Berkeley_Engineering,27737.22627737226,0.0,0
390,Pennsylvania State University (Penn State),psychology,0.9,2019-2020,1st,,1,2019,20205,0,20205,0,20205,HistPolSoc,HistPolSoc,high,0,0,Pennsylvania State University Penn State_HistPolSoc,22450.0,0.0,1
391,University of California - Riverside (UCR),Psychology,0.88,2018-2019,4th,,4,2018,21300,0,20000,2400,22400,HistPolSoc,HistPolSoc,high,1100,1100,University of California - Riverside UCR_HistPolSoc,24204.545454545456,1250.0,1
392,University of Pennsylvania,political science,0.2,2019-2020,2nd,,2,2019,4900,0,2800,2100,4900,HistPolSoc,HistPolSoc,low,0,0,University of Pennsylvania_HistPolSoc,24500.0,0.0,1
393,Harvard University (HU),Psychology,1.25,2018-2019,1st,"Full tuition, health, and stipend provided for five years. Teaching required for years 3 and 4.",1,2018,35676,35676,0,0,35676,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc,28540.8,0.0,1
394,Columbia University (CU),History ,1.08,2018-2019,4th,,4,2018,32000,32000,0,0,32000,HistPolSoc,HistPolSoc,low,0,0,Columbia University CU_HistPolSoc,29629.629629629628,0.0,1
395,University of California - Los Angeles (UCLA),Psychology,1.04,2018-2019,1st,,1,2018,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,University of California - Los Angeles UCLA_HistPolSoc,25961.53846153846,0.0,1
396,Princeton University,Psychology,1.32,2019-2020,1st,"29000 from stipend, 3000 from fellowship",1,2019,33500,0,32000,4500,36500,HistPolSoc,HistPolSoc,high,3000,3000,Princeton University_HistPolSoc,25378.787878787876,2272.7272727272725,1
397,University of Virginia (UVA),Materials Science and Engineering,1.18,2018-2019,5th,,5,2018,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering,22881.35593220339,0.0,0
399,Stanford University (SU),Biology,1.56,2019-2020,1st,Home program Biology in Biosciences department,1,2019,44750,44750,0,0,44750,Biology,Biology,low,0,0,Stanford University SU_Biology,28685.897435897434,0.0,0
400,University of Virginia (UVA),Psychology,1.31,2019-2020,1st,Base funding is 20k/9 months and 4k/summer. Received a diversity fellowship adding 6k/year for a total of 30k/calendar year. ,1,2019,30000,0,26000,4000,30000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc,22900.763358778626,0.0,1
401,Georgetown University,Psychology,0.93,2018-2019,2nd,,2,2018,28758,29000,0,0,29000,HistPolSoc,HistPolSoc,low,242,242,Georgetown University_HistPolSoc,30922.580645161288,260.21505376344084,1
402,University of Texas - Austin (UT),Psychology ,0.85,2018-2019,2nd,,2,2018,19500,0,17000,2500,19500,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc,22941.176470588234,0.0,1
403,University of California - Davis (UCD),Psychology,1.13,2017-2018,2nd,"Summer funding was through a competitive $5000 departmental fellowship (2 months) plus 1 month from my PI's research funds. The fees only apply for students who are TA-ing, not for students on GSRs.",2,2017,27120,0,20653,7294,27947,HistPolSoc,HistPolSoc,high,827,827,University of California - Davis UCD_HistPolSoc,24000.000000000004,731.8584070796461,1
404,University of California - Los Angeles (UCLA),Psychology,1.02,2018-2019,4th,,4,2018,26400,27000,0,0,27000,HistPolSoc,HistPolSoc,low,600,600,University of California - Los Angeles UCLA_HistPolSoc,25882.35294117647,588.2352941176471,1
405,Harvard University (HU),Psychology,1.25,2019-2020,1st,,1,2019,35676,35676,0,0,35676,HistPolSoc,HistPolSoc,low,0,0,Harvard University HU_HistPolSoc,28540.8,0.0,1
406,CUNY Graduate School and University Center,Psychology,0.84,2018-2019,5th,,5,2018,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,CUNY Graduate School and University Center_HistPolSoc,29761.904761904763,0.0,1
407,University of North Carolina - Chapel Hill (UNC),Psychology,1.02,2018-2019,5th,"Student fees will not be paid by RA/TA/on-scholarship grad students starting 2019-2020. Summer funding is contingent on program securing teaching slots for grad students or RA-ships from grants; otherwise, students work elsewhere for funding, but time away still counts within expected 5-year stay to complete the PhD program.",5,2018,22700,0,20000,4700,24700,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc,22254.901960784315,1960.7843137254902,1
408,University of Michigan - Ann Arbor (UM),Psychology,1.21,2018-2019,1st,,1,2018,28000,28000,0,0,28000,HistPolSoc,HistPolSoc,low,0,0,University of Michigan - Ann Arbor UM_HistPolSoc,23140.495867768597,0.0,1
409,University of California - Los Angeles (UCLA),Political Science,1.12,2019-2020,1st,"24,941 base, 4000 one-time summer funding.",1,2019,28941,0,24941,4000,28941,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc,25840.17857142857,0.0,1
410,New York University (NYU),Political Science,1.0,2019-2020,1st,"28850 base, 1000 annual housing subsidy for five years, one-time summer funding 4000. No teaching required. Additional $13k/yr for teaching.",1,2019,29850,29850,0,0,29850,HistPolSoc,HistPolSoc,low,0,0,New York University NYU_HistPolSoc,29850.0,0.0,1
411,New York University (NYU),Psychology,1.14,2018-2019,2nd,,2,2018,34000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,0,0,New York University NYU_HistPolSoc,29824.561403508775,0.0,1
412,University of Chicago (UC),Political Science,1.42,2019-2020,1st,Fellowship first 2 years. Five years funding guaranteed at noted rate.,1,2019,34500,34500,0,0,34500,HistPolSoc,HistPolSoc,low,0,0,University of Chicago UC_HistPolSoc,24295.774647887327,0.0,1
413,Duke University (DU),Chemistry,1.3,2018-2019,2nd,,2,2018,29000,29000,0,0,29000,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry,22307.69230769231,0.0,0
414,Arizona State University (ASU),political science,0.77,2018-2019,2nd,,2,2018,17000,0,18000,0,18000,HistPolSoc,HistPolSoc,high,1000,1000,Arizona State University ASU_HistPolSoc,22077.922077922078,1298.7012987012986,1
415,Northeastern University (NU),Sociology,1.18,2019-2020,1st,"Original stipend was 22,500. But got their CSSH scholar award, which gives you summer funding for 5 years as well.  Adds 11,250 to the base stipend.",1,2019,33750,33750,0,0,33750,HistPolSoc,HistPolSoc,low,0,0,Northeastern University NU_HistPolSoc,28601.69491525424,0.0,1
416,Rutgers the State University of New Jersey - New Brunswick,political science,0.97,2018-2019,1st,,1,2018,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,Rutgers the State University of New Jersey - New Brunswick_HistPolSoc,25773.19587628866,0.0,1
417,Vanderbilt University,History ,1.13,2019-2020,1st,,1,2019,26000,26500,0,0,26500,HistPolSoc,HistPolSoc,low,500,500,Vanderbilt University_HistPolSoc,23008.849557522128,442.47787610619474,1
418,University of Wisconsin - Madison (UW),Statistics,0.05,2018-2019,1st,"This is the per month stipend, and the per semester fee",1,2018,1043,1686,0,0,1686,MathematicsAndComputer Science,MathematicsAndComputer Science,low,643,643,University of Wisconsin - Madison UW_MathematicsAndComputer Science,20860.0,12860.0,0
419,University of Minnesota - Twin Cities (UM),Political Science,1.1,2019-2020,1st,Average per year for 5 years,1,2019,25180,25180,0,0,25180,HistPolSoc,HistPolSoc,low,0,0,University of Minnesota - Twin Cities UM_HistPolSoc,22890.90909090909,0.0,1
420,University of Chicago (UC),Political Science,1.42,2019-2020,1st,,1,2019,34500,34500,0,0,34500,HistPolSoc,HistPolSoc,low,0,0,University of Chicago UC_HistPolSoc,24295.774647887327,0.0,1
421,University of Chicago (UC),Economics,1.73,2019-2020,1st,,1,2019,42000,42000,0,0,42000,BusinessAndManagement,BusinessAndManagement,low,0,0,University of Chicago UC_BusinessAndManagement,24277.456647398845,0.0,0
422,California Institute of Technology (Caltech),Chemical Engineering,1.39,2018-2019,1st,,1,2018,36000,36000,0,0,36000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering,25899.28057553957,0.0,0
423,Vanderbilt University,Civil and Environmental Engineering,1.62,2015-2016,1st,"$27,240 TA + $10,000 UGF + health insurance + required fees",1,2015,37240,37240,0,0,37240,Engineering,Engineering,low,0,0,Vanderbilt University_Engineering,22987.654320987655,0.0,0
424,Stanford University (SU),Civil and Environmental Engineering,1.43,2018-2019,2nd,,2,2018,41004,42048,0,0,42048,Engineering,Engineering,low,1044,1044,Stanford University SU_Engineering,28674.125874125875,730.0699300699301,0
425,University of Texas - Austin (UT),Sociology,0.88,2018-2019,1st,"First two years funded at 20,074 including 5,000 for summer fellowship. Third year onward funded with 9-month stipend of 15,074.",1,2018,20074,0,15074,5000,20074,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc,22811.363636363636,0.0,1
426,University of Washington (UW),Public Policy,0.99,2019-2020,1st,20 hrs/week TA/RA,1,2019,23000,0,23000,0,23000,HistPolSoc,HistPolSoc,high,0,0,University of Washington UW_HistPolSoc,23232.323232323233,0.0,1
427,University of Pennsylvania,Sociology,1.44,2019-2020,1st,"5 years funding with Benjamin Franklin/Fontaine Fellowship- $29,678 for 10 months- $4,880 for summers. 
TA-ship for years 2 and 3, fellowship years are 1 and 4, unknown about year 5",1,2019,34648,34648,0,0,34648,HistPolSoc,HistPolSoc,low,0,0,University of Pennsylvania_HistPolSoc,24061.111111111113,0.0,1
428,University of Colorado - Boulder (UCB),English,0.93,2018-2019,5th,,5,2018,23825,0,24000,0,24000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,175,175,University of Colorado - Boulder UCB_LinguisticsAndCommunication,25618.27956989247,188.17204301075267,1
429,Yale University (YU),Political Science,1.29,2019-2020,1st,,1,2019,32000,32000,0,0,32000,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc,24806.201550387595,0.0,1
430,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.82,2019-2020,5th,Springborn Fellowship & NSF Fellowship,5,2019,40000,40000,0,0,40000,Chemistry,Chemistry,low,0,0,University of Illinois - Urbana- Champaign UIUC_Chemistry,21978.021978021978,0.0,0
431,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.63,2016-2017,1st,Springborn Fellowship & NSF Fellowship,1,2016,35800,37000,0,0,37000,Chemistry,Chemistry,low,1200,1200,University of Illinois - Urbana- Champaign UIUC_Chemistry,21963.190184049083,736.196319018405,0
432,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.68,2016-2017,2nd,Springborn Fellowship & NSF Fellowship,2,2016,37000,37000,0,0,37000,Chemistry,Chemistry,low,0,0,University of Illinois - Urbana- Champaign UIUC_Chemistry,22023.809523809523,0.0,0
433,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.68,2017-2018,3rd,Springborn Fellowship & NSF Fellowship,3,2017,37000,37000,0,0,37000,Chemistry,Chemistry,low,0,0,University of Illinois - Urbana- Champaign UIUC_Chemistry,22023.809523809523,0.0,0
434,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.76,2018-2019,4th,Springborn Fellowship,4,2018,38800,40000,0,0,40000,Chemistry,Chemistry,low,1200,1200,University of Illinois - Urbana- Champaign UIUC_Chemistry,22045.454545454544,681.8181818181819,0
435,University of Illinois - Urbana- Champaign (UIUC),Civil and Environmental Engineering,1.55,2018-2019,1st,On NSF GRFP stipend,1,2018,34000,34000,0,0,34000,Engineering,Engineering,low,0,0,University of Illinois - Urbana- Champaign UIUC_Engineering,21935.483870967742,0.0,0
436,Northwestern University (NU),political science,1.18,2018-2019,6th and up,,6,2018,28670,29000,0,0,29000,HistPolSoc,HistPolSoc,low,330,330,Northwestern University NU_HistPolSoc,24296.610169491527,279.66101694915255,1
437,University of Texas - Austin (UT),Sociology,0.82,2018-2019,1st,,1,2018,18684,0,13684,5000,18684,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc,22785.36585365854,0.0,1
438,University of Illinois - Urbana- Champaign (UIUC),English ,0.86,2018-2019,6th and up,,6,2018,19000,0,19500,0,19500,LinguisticsAndCommunication,LinguisticsAndCommunication,high,500,500,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication,22093.023255813954,581.3953488372093,1
439,University of Texas - Austin (UT),History,1.05,2018-2019,1st,,1,2018,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0,University of Texas - Austin UT_HistPolSoc,22857.142857142855,0.0,1
440,University of North Carolina - Chapel Hill (UNC),History,0.62,2018-2019,5th,,5,2018,13700,15700,0,0,15700,HistPolSoc,HistPolSoc,low,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc,22096.774193548386,3225.8064516129034,1
441,University of Illinois - Urbana- Champaign (UIUC),Bioengineering,1.22,2018-2019,2nd,,2,2018,26753,28145,0,0,28145,Engineering,Engineering,low,1392,1392,University of Illinois - Urbana- Champaign UIUC_Engineering,21928.688524590165,1140.983606557377,0
442,University of Illinois - Urbana- Champaign (UIUC),Environmental Engineering,0.93,2018-2019,4th,"Paid 11 months, entered as 9 months plus 2 summer months . Amounts are before taxes.",4,2018,20500,0,18000,4000,22000,Engineering,Engineering,high,1500,1500,University of Illinois - Urbana- Champaign UIUC_Engineering,22043.01075268817,1612.9032258064515,0
443,Yale University (YU),Biological and Biomedical Sciences,1.48,2019-2020,1st,MCBGD **,1,2019,36550,36550,0,0,36550,Biology,Biology,low,0,0,Yale University YU_Biology,24695.945945945947,0.0,0
444,Emory University,Religion,1.33,2018-2019,1st,,1,2018,31000,31000,0,0,31000,ArtsAndTheology,ArtsAndTheology,low,0,0,Emory University_ArtsAndTheology,23308.27067669173,0.0,1
445,Northeastern University (NU),History,1.02,2018-2019,4th,"standard student healthcare, dental ""discount"" instead of insurance. Payrate set by the college (CSSH). Department provides internal funding as it can for research and conference travel.

Summer funding is NOT guaranteed. Only those who've passed their comps are eligible to teach and it depends on if you will be available and able to do it. Usually 3rd years on up are the ones doing it. There's rumblings eventually the college will make summer funding guaranteed but they are extremely slow so don't count on it. It's $6k per summer semester and there's two summer semesters. I haven't heard of anyone teaching both summer semesters (usually you're off doing research.) So summer is starving time generally if you haven't lined up work or doing research by this point.

It's a great department, hampered by terrible high university administration who should be all fired. ",4,2018,29100,0,23500,6000,29500,HistPolSoc,HistPolSoc,high,400,400,Northeastern University NU_HistPolSoc,28529.41176470588,392.156862745098,1
